DEPTH_WMSF	HCGR
438.4548	2.3783
438.6072	2.8501
438.7596	3.0036
438.912	3.646
439.0644	4.7613
439.2168	4.1779
439.3692	3.896
439.5216	4.3424
439.674	3.6019
439.8264	4.0431
439.9788	4.0786
440.1312	3.8612
440.2836	4.4115
440.436	4.5062
440.5884	3.6019
440.7408	3.0826
440.8932	2.8545
441.0456	3.0775
441.198	2.3693
441.3504	2.3888
441.5028	2.1055
441.6552	3.0115
441.8076	2.7606
441.96	2.517
442.1124	2.9225
442.2648	3.0253
442.4172	3.0337
442.5696	3.7483
442.722	3.5732
442.8744	3.9097
443.0268	5.3544
443.1792	6.7174
443.3316	5.6805
443.484	5.5485
443.6364	6.1454
443.7888	6.1182
443.9412	6.951
444.0936	7.0903
444.246	6.5027
444.3984	6.235
444.5508	6.7944
444.7032	6.1465
444.8556	4.5659
445.008	4.3634
445.1604	5.4021
445.3128	5.971
445.4652	5.5107
445.6176	5.2737
445.77	4.3197
445.9224	4.157
446.0748	4.7919
446.2272	4.9843
446.3796	4.7497
446.532	4.2822
446.6844	4.3585
446.8368	4.2995
446.9892	3.9908
447.1416	4.6467
447.294	4.36
447.4464	4.92
447.5988	5.2095
447.7512	4.5092
447.9036	4.0228
448.056	3.6969
448.2084	4.8434
448.3608	5.6193
448.5132	5.0837
448.6656	5.3945
448.818	4.6505
448.9704	5.2893
449.1228	5.365
449.2752	5.0753
449.4276	4.4533
449.58	4.1225
449.7324	4.1692
449.8848	3.6941
450.0372	3.4725
450.1896	3.4359
450.342	3.422
450.4944	3.7708
450.6468	3.0834
450.7992	1.9011
450.9516	1.5992
451.104	1.3993
451.2564	1.7054
451.4088	1.9537
451.5612	2.7417
451.7136	3.5948
451.866	4.0369
452.0184	4.2592
452.1708	4.495
452.3232	5.4876
452.4756	6.5661
452.628	6.5469
452.7804	7.0088
452.9328	7.3398
453.0852	8.2884
453.2376	9.2689
453.39	9.448
453.5424	9.2863
453.6948	8.117
453.8472	7.5308
453.9996	6.3147
454.152	6.4391
454.3044	6.2946
454.4568	6.1082
454.6092	5.7351
454.7616	4.7962
454.914	3.8544
455.0664	3.4691
455.2188	2.8784
455.3712	2.8794
455.5236	3.4477
455.676	4.2184
455.8284	4.4572
455.9808	4.5797
456.1332	4.7382
456.2856	4.4965
456.438	4.3879
456.5904	4.8093
456.7428	4.4991
456.8952	4.7951
457.0476	4.3211
457.2	4.5694
457.3524	4.1684
457.5048	3.8662
457.6572	4.3961
457.8096	4.6626
457.962	4.4955
458.1144	5.1708
458.2668	4.3407
458.4192	4.1251
458.5716	4.3408
458.724	5.3685
458.8764	5.1134
459.0288	5.3745
459.1812	4.5843
459.3336	4.408
459.486	4.5036
459.6384	4.7381
459.7908	3.5706
459.9432	3.4293
460.0956	3.4405
460.248	3.4146
460.4004	2.6486
460.5528	2.0447
460.7052	1.7223
460.8576	2.8017
461.01	2.8845
461.1624	2.9588
461.3148	2.9604
461.4672	4.6
461.6196	5.6256
461.772	5.147
461.9244	4.8804
462.0768	5.1869
462.2292	6.2521
462.3816	6.7479
462.534	6.3096
462.6864	5.9748
462.8388	5.8325
462.9912	6.1129
463.1436	4.387
463.296	3.1989
463.4484	4.0024
463.6008	3.7795
463.7532	3.2093
463.9056	2.432
464.058	2.5472
464.2104	2.642
464.3628	3.2483
464.5152	4.0055
464.6676	4.6768
464.82	5.5443
464.9724	6.0972
465.1248	5.9
465.2772	6.0922
465.4296	6.5271
465.582	6.4006
465.7344	6.1934
465.8868	6.373
466.0392	6.1313
466.1916	5.4544
466.344	5.01
466.4964	4.1142
466.6488	3.7086
466.8012	3.9597
466.9536	3.0831
467.106	2.3985
467.2584	2.8273
467.4108	2.2089
467.5632	2.5501
467.7156	2.0532
467.868	1.9012
468.0204	1.9658
468.1728	2.3077
468.3252	2.0964
468.4776	2.2458
468.63	3.379
468.7824	4.085
468.9348	3.3104
469.0872	4.9551
469.2396	4.3187
469.392	5.2577
469.5444	5.4524
469.6968	6.1748
469.8492	6.2682
470.0016	6.5728
470.154	7.0631
470.3064	6.1755
470.4588	6.0587
470.6112	6.7506
470.7636	5.9111
470.916	5.4437
471.0684	5.4515
471.2208	5.7307
471.3732	5.6235
471.5256	5.7635
471.678	5.2584
471.8304	5.7817
471.9828	6.4236
472.1352	7.0876
472.2876	7.7716
472.44	7.5925
472.5924	8.4954
472.7448	7.6995
472.8972	7.9642
473.0496	7.6639
473.202	8.4102
473.3544	8.8618
473.5068	7.973
473.6592	7.7962
473.8116	6.7199
473.964	5.4725
474.1164	4.6336
474.2688	4.102
474.4212	3.8537
474.5736	4.4082
474.726	3.4843
474.8784	3.5378
475.0308	3.0699
475.1832	3.6212
475.3356	2.6668
475.488	4.7338
475.6404	4.2484
475.7928	4.5126
475.9452	4.9417
476.0976	5.4966
476.25	4.4463
476.4024	5.4303
476.5548	4.4661
476.7072	4.5728
476.8596	4.0003
477.012	4.8618
477.1644	2.9219
477.3168	3.3464
477.4692	3.6156
477.6216	3.7361
477.774	3.0355
477.9264	3.8063
478.0788	4.0334
478.2312	4.3858
478.3836	5.2501
478.536	5.151
478.6884	4.9543
478.8408	5.6037
478.9932	5.0959
479.1456	5.1394
479.298	4.5634
479.4504	5.3821
479.6028	4.7019
479.7552	4.0273
479.9076	5.1113
480.06	5.0085
480.2124	5.1172
480.3648	5.3763
480.5172	5.4207
480.6696	6.2418
480.822	6.0685
480.9744	5.2477
481.1268	5.2589
481.2792	4.8025
481.4316	4.6219
481.584	4.3611
481.7364	4.6
481.8888	4.6518
482.0412	4.5357
482.1936	4.2634
482.346	4.2775
482.4984	4.014
482.6508	4.7213
482.8032	4.8383
482.9556	5.3567
483.108	5.5692
483.2604	5.0874
483.4128	5.1902
483.5652	5.7244
483.7176	5.4678
483.87	5.3857
484.0224	4.4415
484.1748	4.3871
484.3272	4.2456
484.4796	4.673
484.632	5.1524
484.7844	4.8434
484.9368	4.6386
485.0892	3.7075
485.2416	2.8322
485.394	3.0051
485.5464	3.1082
485.6988	3.9968
485.8512	4.7299
486.0036	4.6282
486.156	4.2131
486.3084	4.065
486.4608	5.4299
486.6132	5.4864
486.7656	5.7166
486.918	6.737
487.0704	6.1737
487.2228	5.7866
487.3752	4.7393
487.5276	4.7943
487.68	4.9453
487.8324	5.2554
487.9848	5.2669
488.1372	3.7388
488.2896	2.8376
488.442	3.1345
488.5944	3.3331
488.7468	4.3836
488.8992	3.7425
489.0516	4.3378
489.204	4.3603
489.3564	4.683
489.5088	4.0188
489.6612	3.621
489.8136	3.9595
489.966	3.8642
490.1184	3.2697
490.2708	3.4148
490.4232	3.1324
490.5756	3.2906
490.728	3.0922
490.8804	3.4505
491.0328	3.717
491.1852	3.6601
491.3376	3.8413
491.49	3.993
491.6424	4.7065
491.7948	4.4584
491.9472	4.3323
492.0996	4.7596
492.252	5.1691
492.4044	4.6482
492.5568	3.767
492.7092	4.7906
492.8616	5.2148
493.014	6.0097
493.1664	5.5756
493.3188	4.4549
493.4712	4.673
493.6236	4.4933
493.776	4.5072
493.9284	4.3828
494.0808	4.7451
494.2332	4.3623
494.3856	3.6539
494.538	3.8254
494.6904	3.802
494.8428	3.4916
494.9952	4.1782
495.1476	4.775
495.3	4.4682
495.4524	4.2525
495.6048	3.9187
495.7572	4.6251
495.9096	4.7116
496.062	4.1772
496.2144	4.2936
496.3668	5.1744
496.5192	5.2059
496.6716	4.943
496.824	5.089
496.9764	6.9266
497.1288	6.8339
497.2812	7.799
497.4336	7.0742
497.586	7.0168
497.7384	7.4778
497.8908	6.7509
498.0432	5.433
498.1956	5.9308
498.348	5.8936
498.5004	4.7635
498.6528	3.7419
498.8052	3.3611
498.9576	2.6222
499.11	1.9076
499.2624	1.964
499.4148	2.0233
499.5672	3.1117
499.7196	3.8293
499.872	2.8561
500.0244	3.149
500.1768	3.7992
500.3292	3.584
500.4816	3.6675
500.634	3.982
500.7864	5.2101
500.9388	5.8309
501.0912	5.1962
501.2436	5.1342
501.396	4.8418
501.5484	5.3906
501.7008	5.6016
501.8532	4.5179
502.0056	4.9358
502.158	5.4696
502.3104	5.9442
502.4628	6.3753
502.6152	6.1183
502.7676	6.1011
502.92	6.0482
503.0724	7.3475
503.2248	7.8292
503.3772	6.5398
503.5296	6.9749
503.682	5.8366
503.8344	5.1204
503.9868	4.9351
504.1392	3.9163
504.2916	3.9984
504.444	4.3643
504.5964	4.3725
504.7488	3.0609
504.9012	3.2199
505.0536	4.1862
505.206	4.1408
505.3584	5.0911
505.5108	6.3516
505.6632	7.0209
505.8156	6.9687
505.968	7.0224
506.1204	6.5148
506.2728	7.3135
506.4252	8.33
506.5776	7.8938
506.73	7.9448
506.8824	10.2623
507.0348	10.8764
507.1872	11.1059
507.3396	9.8125
507.492	9.691
507.6444	8.249
507.7968	8.8275
507.9492	7.6253
508.1016	7.7392
508.254	6.9475
508.4064	7.5298
508.5588	5.6438
508.7112	5.8199
508.8636	6.4949
509.016	5.7011
509.1684	6.7465
509.3208	6.6767
509.4732	6.911
509.6256	6.9893
509.778	7.181
509.9304	7.3108
510.0828	6.6234
510.2352	5.901
510.3876	6.9965
510.54	5.462
510.6924	5.5565
510.8448	3.4943
510.9972	4.7207
511.1496	4.2861
511.302	4.738
511.4544	4.9122
511.6068	6.0484
511.7592	6.4065
511.9116	7.377
512.064	6.2287
512.2164	6.2792
512.3688	6.3758
512.5212	5.7743
512.6736	5.0472
512.826	5.4
512.9784	5.5149
513.1308	6.3256
513.2832	5.5411
513.4356	5.3615
513.588	5.4348
513.7404	5.9899
513.8928	6.118
514.0452	6.6273
514.1976	6.9439
514.35	7.5204
514.5024	6.5602
514.6548	6.4296
514.8072	5.5162
514.9596	5.4088
515.112	5.1447
515.2644	5.0204
515.4168	4.5871
515.5692	4.5781
515.7216	4.3227
515.874	6.4247
516.0264	6.9073
516.1788	7.2402
516.3312	7.1659
516.4836	9.226
516.636	8.9613
516.7884	8.0846
516.9408	7.2006
517.0932	8.3477
517.2456	9.5322
517.398	9.1798
517.5504	8.2509
517.7028	7.2764
517.8552	7.6033
518.0076	7.7201
518.16	7.0935
518.3124	6.4806
518.4648	6.1293
518.6172	6.2716
518.7696	4.8141
518.922	3.8891
519.0744	4.6677
519.2268	4.8175
519.3792	4.1343
519.5316	4.3383
519.684	4.4327
519.8364	3.6263
519.9888	4.2647
520.1412	4.7955
520.2936	6.2396
520.446	6.3725
520.5984	6.5464
520.7508	5.9476
520.9032	5.396
521.0556	6.0461
521.208	5.835
521.3604	6.7319
521.5128	6.8738
521.6652	6.9649
521.8176	6.6531
521.97	6.3852
522.1224	6.6225
522.2748	7.042
522.4272	7.6127
522.5796	7.9666
522.732	7.7049
522.8844	9.021
523.0368	8.4623
523.1892	9.1496
523.3416	9.506
523.494	11.5387
523.6464	13.2291
523.7988	14.438
523.9512	15.0471
524.1036	13.9694
524.256	10.3433
524.4084	8.4559
524.5608	6.9186
524.7132	6.9039
524.8656	7.2808
525.018	7.8599
525.1704	7.0029
525.3228	6.2734
525.4752	6.5502
525.6276	6.0465
525.78	5.8849
525.9324	7.0611
526.0848	7.503
526.2372	8.1629
526.3896	7.6827
526.542	6.0053
526.6944	6.0946
526.8468	6.2319
526.9992	5.2446
527.1516	6.134
527.304	6.2364
527.4564	6.0759
527.6088	5.3174
527.7612	6.0043
527.9136	7.0125
528.066	6.9524
528.2184	7.3065
528.3708	7.6895
528.5232	9.1977
528.6756	9.9843
528.828	8.897
528.9804	8.3129
529.1328	7.1672
529.2852	6.5398
529.4376	5.1608
529.59	3.7569
529.7424	3.7114
529.8948	4.0978
530.0472	5.4191
530.1996	6.2107
530.352	7.2501
530.5044	7.6501
530.6568	8.7525
530.8092	8.9913
530.9616	10.3497
531.114	11.2681
531.2664	10.5975
531.4188	9.8635
531.5712	9.2898
531.7236	7.3661
531.876	6.8869
532.0284	6.7544
532.1808	6.6466
532.3332	5.9993
532.4856	5.4826
532.638	5.1275
532.7904	4.1274
532.9428	4.3835
533.0952	4.3957
533.2476	4.3016
533.4	4.2404
533.5524	3.4885
533.7048	4.029
533.8572	7.0995
534.0096	7.8684
534.162	7.979
534.3144	9.2359
534.4668	9.4663
534.6192	10.2008
534.7716	9.9437
534.924	10.0913
535.0764	10.2138
535.2288	10.0097
535.3812	9.9006
535.5336	7.7262
535.686	6.6236
535.8384	6.2564
535.9908	6.5823
536.1432	6.972
536.2956	6.707
536.448	6.9854
536.6004	6.581
536.7528	7.1286
536.9052	7.0036
537.0576	6.7761
537.21	7.3057
537.3624	8.1052
537.5148	7.7041
537.6672	6.6777
537.8196	5.8452
537.972	7.3423
538.1244	7.7128
538.2768	8.7022
538.4292	8.0951
538.5816	7.6575
538.734	7.5703
538.8864	6.3219
539.0388	5.0491
539.1912	5.2284
539.3436	6.5519
539.496	7.4806
539.6484	6.98
539.8008	6.5407
539.9532	5.0284
540.1056	4.7892
540.258	4.2146
540.4104	4.7643
540.5628	4.5769
540.7152	5.4735
540.8676	6.1971
541.02	5.2664
541.1724	5.9994
541.3248	5.092
541.4772	5.0004
541.6296	4.8482
541.782	5.1082
541.9344	4.8971
542.0868	4.885
542.2392	6.4191
542.3916	6.7796
542.544	5.3282
542.6964	5.5566
542.8488	4.2802
543.0012	4.8633
543.1536	4.329
543.306	3.8135
543.4584	4.2607
543.6108	4.0165
543.7632	4.0291
543.9156	3.3518
544.068	4.1084
544.2204	4.3514
544.3728	3.844
544.5252	4.7348
544.6776	4.6664
544.83	6.025
544.9824	6.6276
545.1348	4.9843
545.2872	5.8213
545.4396	6.2878
545.592	6.3778
545.7444	6.5168
545.8968	7.0387
546.0492	7.8864
546.2016	8.0214
546.354	8.3205
546.5064	7.7192
546.6588	7.2698
546.8112	8.8008
546.9636	7.553
547.116	7.25
547.2684	6.6052
547.4208	5.9716
547.5732	5.1798
547.7256	5.217
547.878	4.5741
548.0304	4.1341
548.1828	4.8132
548.3352	4.3588
548.4876	4.2785
548.64	4.8631
548.7924	4.5781
548.9448	3.9822
549.0972	4.6164
549.2496	4.9868
549.402	5.1874
549.5544	5.2958
549.7068	6.3325
549.8592	5.287
550.0116	5.2341
550.164	4.6084
550.3164	4.1267
550.4688	3.9721
550.6212	4.2342
550.7736	4.1886
550.926	4.6824
551.0784	4.645
551.2308	5.4966
551.3832	5.5631
551.5356	6.9454
551.688	7.7001
551.8404	8.6741
551.9928	8.172
552.1452	7.6508
552.2976	8.2089
552.45	8.6532
552.6024	8.8059
552.7548	9.2365
552.9072	8.1726
553.0596	7.2993
553.212	6.6696
553.3644	7.6183
553.5168	7.8206
553.6692	7.4992
553.8216	7.6769
553.974	6.2064
554.1264	6.007
554.2788	5.513
554.4312	5.4286
554.5836	5.7571
554.736	7.466
554.8884	7.4323
555.0408	8.6144
555.1932	8.344
555.3456	8.7618
555.498	9.4077
555.6504	8.867
555.8028	9.1625
555.9552	9.7106
556.1076	9.2948
556.26	8.9926
556.4124	7.6876
556.5648	7.0447
556.7172	6.4178
556.8696	6.2013
557.022	6.0727
557.1744	5.1175
557.3268	5.6744
557.4792	5.2638
557.6316	4.4186
557.784	4.9353
557.9364	4.5871
558.0888	3.2695
558.2412	3.2703
558.3936	3.0793
558.546	4.0587
558.6984	4.1316
558.8508	4.5788
559.0032	4.4581
559.1556	5.122
559.308	4.949
559.4604	4.5318
559.6128	5.266
559.7652	7.1232
559.9176	7.2383
560.07	7.6308
560.2224	8.3489
560.3748	9.1966
560.5272	9.7398
560.6796	10.2368
560.832	10.4374
560.9844	11.3699
561.1368	11.0386
561.2892	10.6319
561.4416	9.5465
561.594	9.4785
561.7464	8.7177
561.8988	7.5149
562.0512	6.9791
562.2036	7.3429
562.356	7.4789
562.5084	7.5015
562.6608	6.471
562.8132	5.5463
562.9656	4.6762
563.118	5.4139
563.2704	5.2402
563.4228	6.3324
563.5752	6.5771
563.7276	6.3949
563.88	6.5344
564.0324	6.4132
564.1848	6.3232
564.3372	6.7176
564.4896	7.575
564.642	8.27
564.7944	7.5932
564.9468	7.7785
565.0992	6.9407
565.2516	5.956
565.404	5.4881
565.5564	3.7193
565.7088	4.4427
565.8612	4.4335
566.0136	4.876
566.166	5.1674
566.3184	5.1512
566.4708	7.7164
566.6232	7.6581
566.7756	7.7342
566.928	7.0737
567.0804	7.9532
567.2328	6.9463
567.3852	6.688
567.5376	6.3719
567.69	5.9278
567.8424	6.2448
567.9948	6.6594
568.1472	4.8635
568.2996	5.5207
568.452	5.667
568.6044	6.2734
568.7568	6
568.9092	5.5936
569.0616	6.0274
569.214	6.5574
569.3664	6.9835
569.5188	6.884
569.6712	7.6135
569.8236	6.6427
569.976	6.8306
570.1284	6.7076
570.2808	7.0369
570.4332	7.4397
570.5856	7.5332
570.738	6.4346
570.8904	6.9067
571.0428	7.0383
571.1952	6.8354
571.3476	5.5127
571.5	5.6654
571.6524	5.0262
571.8048	5.0532
571.9572	4.4584
572.1096	3.7377
572.262	4.6135
572.4144	3.9862
572.5668	3.3452
572.7192	3.0554
572.8716	3.0818
573.024	3.1088
573.1764	4.2652
573.3288	5.3825
573.4812	5.0743
573.6336	5.3905
573.786	4.8292
573.9384	3.6376
574.0908	3.8816
574.2432	4.0008
574.3956	3.9906
574.548	5.2385
574.7004	6.5017
574.8528	6.6166
575.0052	7.0858
575.1576	8.7888
575.31	8.6588
575.4624	9.274
575.6148	9.0488
575.7672	8.8939
575.9196	8.4627
576.072	8.9492
576.2244	9.058
576.3768	8.1993
576.5292	8.2663
576.6816	7.7487
576.834	6.9246
576.9864	8.2704
577.1388	8.9043
577.2912	10.0834
577.4436	9.7552
577.596	10.5127
577.7484	9.029
577.9008	7.6238
578.0532	7.2794
578.2056	6.376
578.358	4.8737
578.5104	5.7591
578.6628	4.1862
578.8152	3.9934
578.9676	4.7048
579.12	4.2524
579.2724	3.1079
579.4248	2.8094
579.5772	2.2998
579.7296	2.5412
579.882	2.3744
580.0344	2.5046
580.1868	1.4479
580.3392	2.0145
580.4916	2.1206
580.644	2.2997
580.7964	2.9048
580.9488	3.2854
581.1012	2.9705
581.2536	2.9409
581.406	2.7919
581.5584	2.8888
581.7108	3.0177
581.8632	3.302
582.0156	3.5261
582.168	3.3983
582.3204	2.4256
582.4728	1.6639
582.6252	1.9918
582.7776	3.261
582.93	4.8991
583.0824	4.7069
583.2348	5.8063
583.3872	5.8688
583.5396	5.5682
583.692	5.7911
583.8444	5.5825
583.9968	6.1925
584.1492	6.5787
584.3016	7.165
584.454	5.6867
584.6064	4.1996
584.7588	3.6512
584.9112	2.9995
585.0636	3.3464
585.216	3.064
585.3684	2.2495
585.5208	2.9632
585.6732	3.8609
585.8256	3.0129
585.978	1.745
586.1304	1.9271
586.2828	2.3012
586.4352	2.62
586.5876	2.4234
586.74	1.6799
586.8924	2.286
587.0448	2.858
587.1972	3.1834
587.3496	3.1601
587.502	4.591
587.6544	6.0303
587.8068	5.2413
587.9592	5.6355
588.1116	5.6022
588.264	6.4109
588.4164	6.9389
588.5688	6.1184
588.7212	5.5143
588.8736	6.2055
589.026	5.8615
589.1784	5.4095
589.3308	4.553
589.4832	5.5714
589.6356	4.529
589.788	5.0813
589.9404	4.6668
590.0928	4.4284
590.2452	6.3813
590.3976	6.6822
590.55	5.5138
590.7024	5.4912
590.8548	6.0468
591.0072	5.8116
591.1596	4.6013
591.312	4.7895
591.4644	4.2852
591.6168	3.9311
591.7692	5.4644
591.9216	3.2442
592.074	4.3261
592.2264	5.1117
592.3788	5.5727
592.5312	5.7379
592.6836	5.2602
592.836	4.7472
592.9884	4.5113
593.1408	4.8534
593.2932	4.866
593.4456	4.4864
593.598	5.1877
593.7504	4.5856
593.9028	3.9919
594.0552	4.8213
594.2076	3.8001
594.36	4.0653
594.5124	4.1552
594.6648	4.8292
594.8172	4.4837
594.9696	4.7115
595.122	4.4419
595.2744	4.0921
595.4268	4.5023
595.5792	4.0851
595.7316	4.9459
595.884	6.0307
596.0364	6.5247
596.1888	6.7126
596.3412	6.5639
596.4936	6.1247
596.646	5.7427
596.7984	5.4743
596.9508	4.9408
597.1032	4.5832
597.2556	5.0564
597.408	4.0502
597.5604	4.6322
597.7128	4.9326
597.8652	5.0865
598.0176	4.3607
598.17	5.8118
598.3224	5.2549
598.4748	5.3761
598.6272	5.9756
598.7796	5.8509
598.932	6.0275
599.0844	6.6021
599.2368	5.308
599.3892	4.737
599.5416	4.2574
599.694	4.6735
599.8464	3.7305
599.9988	3.7657
600.1512	2.9895
600.3036	2.7265
600.456	3.4443
600.6084	2.9138
600.7608	3.3156
600.9132	4.6988
601.0656	4.7032
601.218	4.1606
601.3704	3.5908
601.5228	4.4855
601.6752	5.2811
601.8276	6.5658
601.98	6.6335
602.1324	6.3241
602.2848	7.0096
602.4372	6.771
602.5896	7.096
602.742	8.1019
602.8944	7.5827
603.0468	7.7334
603.1992	6.9582
603.3516	5.889
603.504	5.6415
603.6564	5.4597
603.8088	5.7815
603.9612	5.6291
604.1136	5.7038
604.266	5.4564
604.4184	4.2835
604.5708	4.962
604.7232	3.6861
604.8756	3.4855
605.028	3.9438
605.1804	3.9453
605.3328	4.2846
605.4852	4.4661
605.6376	5.4674
605.79	6.8358
605.9424	7.8328
606.0948	7.7476
606.2472	8.5001
606.3996	7.5072
606.552	8.1573
606.7044	8.4596
606.8568	9.4285
607.0092	9.82
607.1616	8.5147
607.314	6.2526
607.4664	4.9376
607.6188	4.6864
607.7712	5.2249
607.9236	5.0768
608.076	5.9322
608.2284	5.3695
608.3808	5.7761
608.5332	5.0821
608.6856	4.5778
608.838	5.1139
608.9904	5.9895
609.1428	5.9685
609.2952	6.8884
609.4476	8.0928
609.6	8.5715
609.7524	7.9238
609.9048	6.4842
610.0572	5.3985
610.2096	6.0057
610.362	7.0327
610.5144	7.7428
610.6668	6.7427
610.8192	6.3595
610.9716	5.4793
611.124	4.851
611.2764	5.1196
611.4288	5.6243
611.5812	5.208
611.7336	4.7842
611.886	4.5173
612.0384	5.3141
612.1908	5.1361
612.3432	5.8843
612.4956	7.2312
612.648	7.6487
612.8004	8.2399
612.9528	7.1342
613.1052	6.2696
613.2576	6.3005
613.41	6.6436
613.5624	7.6234
613.7148	7.0234
613.8672	7.0827
614.0196	8.3197
614.172	8.431
614.3244	7.8074
614.4768	6.1417
614.6292	7.6001
614.7816	8.2471
614.934	9.8911
615.0864	12.1432
615.2388	12.056
615.3912	10.9168
615.5436	10.9011
615.696	9.478
615.8484	9.3337
616.0008	10.1036
616.1532	13.0127
616.3056	12.3835
616.458	12.3062
616.6104	12.6145
616.7628	12.7991
616.9152	12.9025
617.0676	13.9469
617.22	12.1688
617.3724	11.2934
617.5248	10.3482
617.6772	10.9157
617.8296	10.886
617.982	10.8553
618.1344	10.2896
618.2868	10.3994
618.4392	11.573
618.5916	11.893
618.744	10.1859
618.8964	10.2707
619.0488	10.365
619.2012	11.9178
619.3536	10.9894
619.506	9.7479
619.6584	7.3306
619.8108	6.5317
619.9632	6.2061
620.1156	4.9641
620.268	4.6142
620.4204	4.3776
620.5728	4.8001
620.7252	3.8077
620.8776	5.0884
621.03	5.6582
621.1824	5.9973
621.3348	6.5932
621.4872	6.3677
621.6396	6.3161
621.792	6.714
621.9444	7.9696
622.0968	8.9605
622.2492	8.5882
622.4016	8.9267
622.554	6.116
622.7064	6.6391
622.8588	6.7305
623.0112	6.7439
623.1636	6.0877
623.316	6.0618
623.4684	6.7679
623.6208	5.4559
623.7732	4.8319
623.9256	5.0872
624.078	6.2679
624.2304	7.135
624.3828	7.1379
624.5352	6.6727
624.6876	6.6289
624.84	7.5907
624.9924	7.0917
625.1448	5.8162
625.2972	6.5106
625.4496	7.4092
625.602	7.0157
625.7544	6.2355
625.9068	6.2885
626.0592	5.6546
626.2116	5.345
626.364	3.8895
626.5164	2.5101
626.6688	2.5293
626.8212	3.2112
626.9736	3.1416
627.126	2.6092
627.2784	2.2535
627.4308	1.9179
627.5832	2.6127
627.7356	2.7713
627.888	2.7332
628.0404	2.9829
628.1928	3.4584
628.3452	3.2928
628.4976	3.289
628.65	2.6612
628.8024	2.5941
628.9548	2.7159
629.1072	2.6651
629.2596	1.9982
629.412	1.5348
629.5644	1.703
629.7168	1.924
629.8692	1.5164
630.0216	1.6082
630.174	2.2326
630.3264	3.4483
630.4788	3.1259
630.6312	2.6684
630.7836	2.8985
630.936	3.3613
631.0884	4.5749
631.2408	3.8993
631.3932	3.3145
631.5456	4.3757
631.698	4.2258
631.8504	4.0563
632.0028	2.9888
632.1552	3.2684
632.3076	3.1357
632.46	3.5746
632.6124	3.1213
632.7648	1.833
632.9172	2.5952
633.0696	2.9275
633.222	1.9691
633.3744	1.9124
633.5268	3.0348
633.6792	3.1149
633.8316	2.9856
633.984	3.2964
634.1364	3.5881
634.2888	4.6984
634.4412	5.4937
634.5936	4.3622
634.746	4.5197
634.8984	3.9547
635.0508	4.085
635.2032	2.8165
635.3556	3.4235
635.508	4.0654
635.6604	5.0003
635.8128	4.7624
635.9652	3.4745
636.1176	3.1754
636.27	3.9606
636.4224	3.836
636.5748	4.2818
636.7272	4.3462
636.8796	3.7251
637.032	4.4729
637.1844	3.5907
637.3368	2.7231
637.4892	3.7167
637.6416	4.7221
637.794	4.671
637.9464	4.1078
638.0988	3.9102
638.2512	3.6344
638.4036	3.6271
638.556	3.8262
638.7084	2.8283
638.8608	3.1005
639.0132	3.7275
639.1656	2.4624
639.318	1.9886
639.4704	2.3161
639.6228	2.7965
639.7752	2.7718
639.9276	3.8806
640.08	3.5471
640.2324	4.8138
640.3848	4.8248
640.5372	4.1336
640.6896	2.823
640.842	2.7442
640.9944	2.6532
641.1468	1.8367
641.2992	0.7956
641.4516	1.2692
641.604	0.5852
641.7564	1.5347
641.9088	0.8176
642.0612	2.1527
642.2136	2.689
642.366	3.1634
642.5184	3.8253
642.6708	4.5498
642.8232	4.8136
642.9756	4.5829
643.128	3.566
643.2804	3.4412
643.4328	2.392
643.5852	2.9149
643.7376	2.6265
643.89	2.3605
644.0424	3.5619
644.1948	4.5118
644.3472	3.9915
644.4996	4.9048
644.652	5.3234
644.8044	5.7595
644.9568	5.618
645.1092	5.7274
645.2616	5.356
645.414	4.8476
645.5664	4.9204
645.7188	3.5631
645.8712	1.8367
646.0236	2.4861
646.176	1.7219
646.3284	1.8243
646.4808	2.079
646.6332	2.0256
646.7856	2.3347
646.938	3.9196
647.0904	3.5045
647.2428	3.3709
647.3952	3.477
647.5476	3.5988
647.7	4.7509
647.8524	4.533
648.0048	4.6233
648.1572	4.4579
648.3096	4.4822
648.462	4.1971
648.6144	2.9686
648.7668	3.3225
648.9192	4.2007
649.0716	3.8627
649.224	4.3513
649.3764	3.7629
649.5288	3.4723
649.6812	2.7295
649.8336	2.5304
649.986	3.1154
650.1384	2.9635
650.2908	3.3115
650.4432	3.8748
650.5956	2.7709
650.748	3.6853
650.9004	4.3567
651.0528	4.2216
651.2052	4.8481
651.3576	5.0143
651.51	4.1851
651.6624	4.3596
651.8148	4.7107
651.9672	4.7748
652.1196	4.0007
652.272	3.8928
652.4244	3.2022
652.5768	2.4569
652.7292	2.626
652.8816	2.7602
653.034	3.3045
653.1864	3.7752
653.3388	3.4266
653.4912	3.6339
653.6436	4.0603
653.796	4.1447
653.9484	4.7154
654.1008	5.0882
654.2532	4.9297
654.4056	3.852
654.558	3.782
654.7104	2.9474
654.8628	3.9894
655.0152	3.9751
655.1676	3.4543
655.32	3.6011
655.4724	3.917
655.6248	3.2395
655.7772	3.1327
655.9296	3.3363
656.082	4.128
656.2344	3.3556
656.3868	3.6607
656.5392	2.5228
656.6916	2.4979
656.844	2.9646
656.9964	3.5361
657.1488	2.5158
657.3012	3.7506
657.4536	3.5886
657.606	4.4424
657.7584	4.054
657.9108	4.6209
658.0632	4.6052
658.2156	4.5901
