metres,GR
303.5808,10.4875
303.7332,10.9302
303.8856,11.8687
304.038,10.7213
304.1904,10.5231
304.3428,10.9101
304.4952,10.7661
304.6476,10.3444
304.8,11.4879
304.9524,12.1187
305.1048,11.7448
305.2572,11.454
305.4096,11.6056
305.562,12.342
305.7144,12.8323
305.8668,12.8131
306.0192,12.3572
306.1716,11.4413
306.324,11.6479
306.4764,11.4654
306.6288,10.6936
306.7812,10.0462
306.9336,11.0302
307.086,12.0246
307.2384,10.094
307.3908,9.5076
307.5432,9.709
307.6956,10.2765
307.848,9.5471
308.0004,8.7311
308.1528,9.2873
308.3052,10.6265
308.4576,11.8823
308.61,10.9154
308.7624,10.7633
308.9148,10.9754
309.0672,9.8479
309.2196,9.2185
309.372,10.1716
309.5244,10.7667
309.6768,9.988
309.8292,8.8708
309.9816,9.1031
310.134,10.3892
310.2864,10.2859
310.4388,9.7302
310.5912,9.6117
310.7436,9.7548
310.896,10.6394
311.0484,10.9662
311.2008,10.2899
311.3532,10.1533
311.5056,10.4183
311.658,10.455
311.8104,10.064
311.9628,9.1631
312.1152,8.7952
312.2676,8.4735
312.42,8.2724
312.5724,8.9143
312.7248,10.4342
312.8772,10.1564
313.0296,9.2963
313.182,9.5258
313.3344,9.7906
313.4868,9.7513
313.6392,10.2031
313.7916,10.9469
313.944,11.4758
314.0964,12.0523
314.2488,9.9414
314.4012,9.303
314.5536,9.8022
314.706,10.8986
314.8584,11.2642
315.0108,9.4452
315.1632,8.9946
315.3156,8.7031
315.468,8.1481
315.6204,8.7017
315.7728,10.0712
315.9252,11.2855
316.0776,10.7463
316.23,9.1082
316.3824,8.6503
316.5348,8.7484
316.6872,9.3185
316.8396,10.4941
316.992,11.6853
317.1444,12.3797
317.2968,12.4092
317.4492,10.7404
317.6016,9.8351
317.754,10.4734
317.9064,10.2123
318.0588,10.6001
318.2112,10.8448
318.3636,10.4597
318.516,10.6548
318.6684,10.5841
318.8208,10.0202
318.9732,9.5378
319.1256,10.1184
319.278,11.1093
319.4304,13.0695
319.5828,11.8754
319.7352,10.7358
319.8876,9.9115
320.04,9.2698
320.1924,9.2785
320.3448,9.8791
320.4972,10.2875
320.6496,10.1643
320.802,10.9284
320.9544,11.583
321.1068,11.9748
321.2592,11.3715
321.4116,11.189
321.564,11.553
321.7164,12.0482
321.8688,12.5632
322.0212,13.1431
322.1736,12.2198
322.326,11.321
322.4784,11.1214
322.6308,11.3668
322.7832,11.489
322.9356,11.3436
323.088,11.0606
323.2404,11.2193
323.3928,10.7578
323.5452,9.8812
323.6976,9.4721
323.85,9.5126
324.0024,10.1199
324.1548,9.6736
324.3072,8.6219
324.4596,8.4148
324.612,8.644
324.7644,8.7989
324.9168,10.9866
325.0692,12.626
325.2216,13.6964
325.374,13.9235
325.5264,12.2011
325.6788,12.1857
325.8312,11.6775
325.9836,11.2584
326.136,11.3244
326.2884,11.2069
326.4408,11.1258
326.5932,11.2049
326.7456,11.9598
326.898,12.3595
327.0504,11.6051
327.2028,12.069
327.3552,11.7161
327.5076,10.6874
327.66,11.2987
327.8124,11.7957
327.9648,11.4763
328.1172,11.2924
328.2696,11.7303
328.422,12.9711
328.5744,12.766
328.7268,12.7906
328.8792,12.7833
329.0316,11.9304
329.184,11.2709
329.3364,11.4417
329.4888,12.5218
329.6412,13.3589
329.7936,13.1184
329.946,12.2434
330.0984,11.7443
330.2508,12.2107
330.4032,12.7755
330.5556,12.4734
330.708,12.1204
330.8604,11.7348
331.0128,11.3518
331.1652,10.9097
331.3176,11.6413
331.47,12.8552
331.6224,12.2006
331.7748,11.8907
331.9272,12.0742
332.0796,13.3162
332.232,12.8209
332.3844,11.6771
332.5368,12.9185
332.6892,13.4113
332.8416,12.984
332.994,12.5404
333.1464,11.1206
333.2988,10.0281
333.4512,9.2693
333.6036,9.3118
333.756,9.9055
333.9084,10.0637
334.0608,10.6933
334.2132,11.2687
334.3656,11.4349
334.518,11.6642
334.6704,11.9286
334.8228,12.0735
334.9752,11.333
335.1276,9.2029
335.28,8.5874
335.4324,11.0033
335.5848,12.545
335.7372,13.1633
335.8896,12.3676
336.042,11.4474
336.1944,11.3948
336.3468,11.2324
336.4992,10.3893
336.6516,9.6872
336.804,9.4952
336.9564,10.3269
337.1088,11.1681
337.2612,11.9952
337.4136,12.6468
337.566,11.7591
337.7184,11.8622
337.8708,11.9913
338.0232,12.0581
338.1756,12.7447
338.328,13.8045
338.4804,13.4409
338.6328,12.7641
338.7852,13.0117
338.9376,11.4205
339.09,10.4009
339.2424,10.1821
339.3948,10.0294
339.5472,10.6648
339.6996,11.0301
339.852,10.2119
340.0044,9.9597
340.1568,9.3926
340.3092,8.356
340.4616,7.9096
340.614,8.5243
340.7664,9.1609
340.9188,9.1322
341.0712,9.6338
341.2236,10.2709
341.376,10.3097
341.5284,10.0673
341.6808,10.2908
341.8332,11.3779
341.9856,11.5924
342.138,11.1835
342.2904,10.1103
342.4428,9.365
342.5952,9.7019
342.7476,10.6637
342.9,11.9186
343.0524,11.767
343.2048,11.1962
343.3572,10.2004
343.5096,10.5696
343.662,11.0494
343.8144,11.2599
343.9668,10.2854
344.1192,9.8303
344.2716,10.4214
344.424,11.1794
344.5764,11.7775
344.7288,12.4587
344.8812,13.0493
345.0336,12.5318
345.186,10.8576
345.3384,10.7465
345.4908,10.6841
345.6432,9.7867
345.7956,9.7289
345.948,10.6096
346.1004,11.6713
346.2528,12.0984
346.4052,11.7031
346.5576,12.2597
346.71,11.6233
346.8624,11.5909
347.0148,12.3885
347.1672,12.5079
347.3196,12.2617
347.472,12.7711
347.6244,12.5918
347.7768,11.9239
347.9292,11.4945
348.0816,11.0847
348.234,11.2696
348.3864,11.5759
348.5388,10.6517
348.6912,9.3364
348.8436,8.6276
348.996,8.9311
349.1484,10.1052
349.3008,11.2303
349.4532,12.0036
349.6056,12.6601
349.758,12.2419
349.9104,11.0691
350.0628,11.0181
350.2152,11.5181
350.3676,11.6564
350.52,12.1618
350.6724,12.0283
350.8248,11.5083
350.9772,12.319
351.1296,12.6617
351.282,11.5137
351.4344,11.453
351.5868,11.6625
351.7392,13.2002
351.8916,14.3024
352.044,14.4514
352.1964,13.7529
352.3488,13.8345
352.5012,13.0273
352.6536,12.3176
352.806,12.0512
352.9584,12.462
353.1108,12.5096
353.2632,12.0778
353.4156,12.8638
353.568,12.1216
353.7204,11.8166
353.8728,13.0306
354.0252,14.2036
354.1776,14.5664
354.33,14.4303
354.4824,13.4337
354.6348,12.7106
354.7872,12.7895
354.9396,13.3542
355.092,13.7249
355.2444,13.3548
355.3968,12.8629
355.5492,12.5334
355.7016,12.7506
355.854,13.3298
356.0064,14.6764
356.1588,14.8449
356.3112,14.3089
356.4636,12.2967
356.616,10.9095
356.7684,10.2048
356.9208,10.3594
357.0732,11.3625
357.2256,12.6188
357.378,13.2925
357.5304,13.3027
357.6828,13.3735
357.8352,13.5182
357.9876,12.1653
358.14,11.3321
358.2924,12.48
358.4448,14.0022
358.5972,13.9306
358.7496,13.1204
358.902,12.518
359.0544,12.4096
359.2068,12.7726
359.3592,13.3472
359.5116,12.9958
359.664,12.4933
359.8164,12.5997
359.9688,13.1069
360.1212,12.8789
360.2736,13.1549
360.426,12.9321
360.5784,12.0421
360.7308,11.0839
360.8832,10.9038
361.0356,11.6821
361.188,13.0632
361.3404,13.509
361.4928,13.8305
361.6452,14.0631
361.7976,14.2243
361.95,14.2996
362.1024,15.4802
362.2548,14.9562
362.4072,15.1582
362.5596,15.2189
362.712,14.7043
362.8644,13.5892
363.0168,12.9617
363.1692,14.4851
363.3216,13.7667
363.474,13.2384
363.6264,13.59
363.7788,15.1654
363.9312,15.2386
364.0836,14.2648
364.236,13.2904
364.3884,12.4387
364.5408,11.8093
364.6932,11.9401
364.8456,12.1048
364.998,12.4268
365.1504,12.7264
365.3028,13.1022
365.4552,13.5979
365.6076,12.0679
365.76,11.8702
365.9124,11.6664
366.0648,11.1304
366.2172,11.6482
366.3696,12.2793
366.522,13.5505
366.6744,14.4533
366.8268,14.4838
366.9792,13.4682
367.1316,13.8113
367.284,13.6237
367.4364,12.0426
367.5888,11.1342
367.7412,10.5986
367.8936,11.1617
368.046,12.0436
368.1984,12.3333
368.3508,11.2146
368.5032,10.1507
368.6556,9.8927
368.808,10.3963
368.9604,11.0553
369.1128,12.5065
369.2652,12.4475
369.4176,13.0434
369.57,11.5849
369.7224,10.2959
369.8748,10.1683
370.0272,9.598
370.1796,9.5987
370.332,10.3845
370.4844,10.5999
370.6368,10.7192
370.7892,11.3836
370.9416,10.9683
371.094,10.1001
371.2464,10.0093
371.3988,10.866
371.5512,10.703
371.7036,10.5433
371.856,10.6297
372.0084,11.6732
372.1608,12.3548
372.3132,12.1564
372.4656,10.8417
372.618,10.2524
372.7704,10.2456
372.9228,10.3261
373.0752,10.3696
373.2276,10.0555
373.38,10.0981
373.5324,10.2331
373.6848,10.1572
373.8372,10.2093
373.9896,11.6095
374.142,12.4993
374.2944,12.6368
374.4468,12.3447
374.5992,12.0616
374.7516,11.4526
374.904,10.7202
375.0564,10.8369
375.2088,9.8845
375.3612,9.2744
375.5136,9.5064
375.666,10.0761
375.8184,9.9271
375.9708,10.5078
376.1232,10.3575
376.2756,10.7882
376.428,10.3614
376.5804,11.1494
376.7328,10.8929
376.8852,10.7233
377.0376,10.8397
377.19,11.6482
377.3424,11.3003
377.4948,10.5173
377.6472,10.2811
377.7996,9.914
377.952,9.3627
378.1044,8.7749
378.2568,8.3138
378.4092,8.2842
378.5616,8.3848
378.714,9.0005
378.8664,9.8683
379.0188,10.703
379.1712,11.7787
379.3236,12.0845
379.476,10.9143
379.6284,10.5138
379.7808,10.0883
379.9332,9.6168
380.0856,9.5973
380.238,10.8467
380.3904,11.5558
380.5428,11.81
380.6952,11.3881
380.8476,10.8227
381,11.0548
381.1524,10.949
381.3048,11.0218
381.4572,11.2319
381.6096,10.6499
381.762,11.2057
381.9144,11.8242
382.0668,11.6378
382.2192,10.919
382.3716,10.5726
382.524,10.5754
382.6764,10.7129
382.8288,10.9554
382.9812,9.8612
383.1336,9.9579
383.286,10.4885
383.4384,10.7575
383.5908,10.6983
383.7432,9.8642
383.8956,10.3813
384.048,11.3891
384.2004,12.2971
384.3528,12.3435
384.5052,13.3293
384.6576,13.4248
384.81,11.7384
384.9624,10.8718
385.1148,10.9739
385.2672,11.967
385.4196,12.188
385.572,12.24
385.7244,12.7167
385.8768,12.6216
386.0292,11.8744
386.1816,10.9662
386.334,10.5548
386.4864,10.9715
386.6388,11.4967
386.7912,12.6352
386.9436,13.7041
387.096,14.6441
387.2484,13.813
387.4008,13.2963
387.5532,13.6861
387.7056,14.9976
387.858,17.1461
388.0104,17.9517
388.1628,19.3662
388.3152,17.7182
388.4676,16.9735
388.62,17.3421
388.7724,16.7918
388.9248,16.2773
389.0772,15.2664
389.2296,15.8255
389.382,14.1625
389.5344,13.189
389.6868,12.0948
389.8392,12.066
389.9916,12.7815
390.144,14.2364
390.2964,14.3279
390.4488,13.5978
390.6012,13.3896
390.7536,12.7069
390.906,11.6554
391.0584,11.8653
391.2108,12.1148
391.3632,12.0364
391.5156,12.2743
391.668,12.5967
391.8204,12.9301
391.9728,13.6934
392.1252,12.9804
392.2776,13.5353
392.43,13.4557
392.5824,12.932
392.7348,13.4502
392.8872,13.0396
393.0396,12.9022
393.192,12.7751
393.3444,13.3073
393.4968,12.4166
393.6492,11.623
393.8016,11.3694
393.954,11.3749
394.1064,11.8991
394.2588,12.5593
394.4112,13.2692
394.5636,13.161
394.716,12.0804
394.8684,11.3791
395.0208,10.9216
395.1732,11.8199
395.3256,12.6681
395.478,13.148
395.6304,13.3671
395.7828,13.9938
395.9352,14.8863
396.0876,15.3562
396.24,14.1263
396.3924,13.0613
396.5448,12.2062
396.6972,12.937
396.8496,12.8953
397.002,11.4343
397.1544,11.1227
397.3068,12.592
397.4592,12.0004
397.6116,11.6294
397.764,11.9389
397.9164,11.3831
398.0688,11.1788
398.2212,12.0945
398.3736,13.3773
398.526,14.0035
398.6784,12.9304
398.8308,12.342
398.9832,12.9861
399.1356,13.6842
399.288,14.2183
399.4404,14.28
399.5928,13.9576
399.7452,13.0667
399.8976,12.6053
400.05,11.4003
400.2024,10.6724
400.3548,10.7938
400.5072,11.1802
400.6596,11.0992
400.812,10.724
400.9644,10.6419
401.1168,11.3742
401.2692,10.9317
401.4216,11.6008
401.574,12.9319
401.7264,14.5505
401.8788,14.9287
402.0312,15.632
402.1836,15.8808
402.336,14.7684
402.4884,14.7254
402.6408,16.0142
402.7932,17.5572
402.9456,18.8637
403.098,19.2801
403.2504,18.349
403.4028,16.9158
403.5552,16.324
403.7076,16.0503
403.86,15.1035
404.0124,14.9248
404.1648,16.5195
404.3172,17.4456
404.4696,16.78
404.622,17.1035
404.7744,18.2755
404.9268,19.5738
405.0792,20.4302
405.2316,19.9448
405.384,20.2828
405.5364,19.9268
405.6888,20.0603
405.8412,20.7382
405.9936,21.794
406.146,22.4866
406.2984,21.9809
406.4508,21.2159
406.6032,20.5393
406.7556,20.4376
406.908,21.0519
407.0604,21.5635
407.2128,21.1575
407.3652,21.3998
407.5176,20.8026
407.67,20.6833
407.8224,20.7638
407.9748,20.7291
408.1272,20.2808
408.2796,21.5087
408.432,22.7684
408.5844,23.3057
408.7368,23.1957
408.8892,22.7484
409.0416,21.4212
409.194,20.879
409.3464,21.4808
409.4988,22.2589
409.6512,22.3848
409.8036,21.6664
409.956,20.9794
410.1084,20.7876
410.2608,20.7942
410.4132,20.2909
410.5656,19.4159
410.718,19.9682
410.8704,20.4517
411.0228,19.9275
411.1752,20.0342
411.3276,20.7089
411.48,20.9802
411.6324,20.5545
411.7848,18.3778
411.9372,17.6018
412.0896,17.9865
412.242,18.3604
412.3944,18.7993
412.5468,18.6077
412.6992,17.9441
412.8516,17.5024
413.004,18.4089
413.1564,19.9729
413.3088,20.3089
413.4612,19.9763
413.6136,18.8806
413.766,18.2323
413.9184,19.4702
414.0708,19.8811
414.2232,19.8248
414.3756,18.3664
414.528,17.1847
414.6804,17.1848
414.8328,17.2602
414.9852,16.6769
415.1376,18.4723
415.29,19.0828
415.4424,18.5607
415.5948,18.7485
415.7472,18.5287
415.8996,17.6006
416.052,17.7503
416.2044,17.6005
416.3568,16.8261
416.5092,16.0547
416.6616,15.6196
416.814,15.9768
416.9664,16.4074
417.1188,17.244
417.2712,18.2633
417.4236,18.2257
417.576,18.2006
417.7284,18.3969
417.8808,18.2495
418.0332,17.8529
418.1856,17.6421
418.338,17.4342
418.4904,17.0844
418.6428,17.3289
418.7952,16.7941
418.9476,17.8317
419.1,19.0263
419.2524,18.9615
419.4048,18.063
419.5572,18.2325
419.7096,17.9368
419.862,16.9697
420.0144,16.232
420.1668,15.6781
420.3192,15.3502
420.4716,15.633
420.624,16.5456
420.7764,17.7112
420.9288,17.0626
421.0812,16.6515
421.2336,16.7141
421.386,16.043
421.5384,16.0827
421.6908,16.8839
421.8432,18.8674
421.9956,17.9067
422.148,17.4831
422.3004,17.758
422.4528,17.2078
422.6052,17.0757
422.7576,18.627
422.91,18.2893
423.0624,18.0289
423.2148,18.2103
423.3672,18.5673
423.5196,18.8037
423.672,18.1346
423.8244,17.3557
423.9768,17.01
424.1292,16.5893
424.2816,15.9467
424.434,15.1916
424.5864,14.6002
424.7388,14.3147
424.8912,14.3992
425.0436,14.5997
425.196,14.3898
425.3484,14.4168
425.5008,15.0434
425.6532,15.8274
425.8056,15.2063
425.958,14.6307
426.1104,14.1429
426.2628,13.824
426.4152,13.432
426.5676,14.661
426.72,17.4805
426.8724,18.9147
427.0248,20.5609
427.1772,21.7133
427.3296,20.5603
427.482,19.5103
427.6344,18.6253
427.7868,17.7737
427.9392,17.6963
428.0916,17.1697
428.244,16.4431
428.3964,17.1686
428.5488,17.552
428.7012,17.0683
428.8536,17.0697
429.006,19.5235
429.1584,20.9949
429.3108,20.8027
429.4632,19.8097
429.6156,18.643
429.768,17.9505
429.9204,18.774
430.0728,20.0728
430.2252,20.1821
430.3776,18.45
430.53,18.2056
430.6824,19.0977
430.8348,20.2849
430.9872,21.7405
431.1396,23.0281
431.292,24.2869
431.4444,23.5669
431.5968,22.1343
431.7492,21.0572
431.9016,20.1022
432.054,19.1767
432.2064,18.5597
432.3588,20.4006
432.5112,21.5375
432.6636,21.6122
432.816,22.3215
432.9684,23.066
433.1208,23.637
433.2732,23.4613
433.4256,24.1053
433.578,23.6859
433.7304,23.8106
433.8828,23.9536
434.0352,22.3265
434.1876,20.781
434.34,19.3034
434.4924,18.4748
434.6448,19.0502
434.7972,20.062
434.9496,21.2612
435.102,22.2135
435.2544,22.9459
435.4068,23.1794
435.5592,22.9028
435.7116,23.3431
435.864,24.5165
436.0164,25.5904
436.1688,26.7818
436.3212,26.5991
436.4736,25.8068
436.626,25.258
436.7784,27.7112
436.9308,29.3292
437.0832,32.8391
437.2356,37.7869
437.388,41.5005
437.5404,39.1817
437.6928,37.3718
437.8452,38.2749
437.9976,36.5335
438.15,33.47
438.3024,31.6394
438.4548,31.2141
438.6072,30.9926
438.7596,30.3284
438.912,30.2925
439.0644,31.3335
439.2168,30.5189
439.3692,29.8785
439.5216,28.9498
439.674,27.7147
439.8264,27.4679
439.9788,27.4074
440.1312,28.1072
440.2836,27.6892
440.436,27.0357
440.5884,28.5355
440.7408,28.2107
440.8932,27.0818
441.0456,26.099
441.198,25.3343
441.3504,25.3082
441.5028,26.0296
441.6552,26.3361
441.8076,27.9818
441.96,29.726
442.1124,29.959
442.2648,29.5233
442.4172,29.2898
442.5696,29.0182
442.722,27.7407
442.8744,26.3654
443.0268,25.5001
443.1792,27.1065
443.3316,28.1875
443.484,27.7921
443.6364,28.7601
443.7888,30.1963
443.9412,28.3216
444.0936,26.9238
444.246,26.5608
444.3984,25.7314
444.5508,25.4139
444.7032,25.4209
444.8556,25.1329
445.008,25.7805
445.1604,27.831
445.3128,29.5499
445.4652,30.6302
445.6176,29.1982
445.77,27.9875
445.9224,29.5812
446.0748,30.2248
446.2272,29.4573
446.3796,29.2412
446.532,28.8409
446.6844,28.3955
446.8368,29.3103
446.9892,30.4938
447.1416,29.8005
447.294,29.9259
447.4464,30.3074
447.5988,29.6816
447.7512,28.947
447.9036,28.3761
448.056,29.2663
448.2084,26.5846
448.3608,25.8662
448.5132,25.9353
448.6656,26.5333
448.818,27.4253
448.9704,27.645
449.1228,26.8508
449.2752,26.8762
449.4276,27.5544
449.58,28.8443
449.7324,28.9374
449.8848,27.7613
450.0372,26.6344
450.1896,26.4405
450.342,27.4919
450.4944,25.4827
450.6468,23.9595
450.7992,25.0736
450.9516,26.0925
451.104,25.3448
451.2564,23.9517
451.4088,23.9509
451.5612,23.4757
451.7136,22.5094
451.866,23.041
452.0184,23.3838
452.1708,22.4962
452.3232,22.3919
452.4756,23.822
452.628,25.0854
452.7804,24.5164
452.9328,24.474
453.0852,24.3732
453.2376,23.6435
453.39,24.6144
453.5424,26.0421
453.6948,26.6931
453.8472,26.7728
453.9996,26.5647
454.152,26.8577
454.3044,27.8626
454.4568,27.8553
454.6092,27.6388
454.7616,27.9808
454.914,26.5169
455.0664,25.1202
455.2188,24.4358
455.3712,24.1678
455.5236,23.9299
455.676,23.8876
455.8284,25.7196
455.9808,24.9746
456.1332,23.1043
456.2856,20.7701
456.438,21.2103
456.5904,23.1043
456.7428,23.9403
456.8952,23.2276
457.0476,22.3018
457.2,22.0156
457.3524,21.7544
457.5048,22.2729
457.6572,22.8855
457.8096,23.4986
457.962,24.0489
458.1144,24.6788
458.2668,26.4147
458.4192,26.6223
458.5716,24.7856
458.724,21.4766
458.8764,20.2812
459.0288,19.8963
459.1812,21.104
459.3336,21.4346
459.486,23.4934
459.6384,25.4659
459.7908,25.1171
459.9432,24.8237
460.0956,25.275
460.248,26.6077
460.4004,27.186
460.5528,25.3752
460.7052,25.2248
460.8576,26.0852
461.01,25.0322
461.1624,25.3376
461.3148,25.6954
461.4672,24.1086
461.6196,23.0979
461.772,21.5816
461.9244,21.9176
462.0768,23.608
462.2292,24.2778
462.3816,25.5348
462.534,24.3228
462.6864,24.7341
462.8388,24.1242
462.9912,23.1439
463.1436,22.3571
463.296,23.0389
463.4484,24.1775
463.6008,23.5923
463.7532,23.4997
463.9056,24.519
464.058,25.8051
464.2104,27.319
464.3628,28.3194
464.5152,27.6648
464.6676,25.875
464.82,24.4403
464.9724,22.8929
465.1248,21.4479
465.2772,20.1479
465.4296,19.6536
465.582,20.8212
465.7344,22.3419
465.8868,23.1437
466.0392,23.9092
466.1916,22.8747
466.344,21.8318
466.4964,21.4604
466.6488,22.2775
466.8012,24.5105
466.9536,24.9648
467.106,23.8427
467.2584,24.2255
467.4108,24.2276
467.5632,23.0769
467.7156,21.5318
467.868,20.3167
468.0204,19.3675
468.1728,19.6703
468.3252,19.554
468.4776,19.6595
468.63,21.0492
468.7824,21.5239
468.9348,20.7309
469.0872,19.9318
469.2396,19.3061
469.392,19.9821
469.5444,21.2475
469.6968,20.8873
469.8492,19.406
470.0016,19.324
470.154,18.4745
470.3064,17.7626
470.4588,16.373
470.6112,17.4099
470.7636,18.082
470.916,17.1263
471.0684,17.1952
471.2208,17.9378
471.3732,18.6254
471.5256,20.3553
471.678,20.7181
471.8304,19.8835
471.9828,18.0936
472.1352,16.5724
472.2876,15.5895
472.44,16.5328
472.5924,18.3748
472.7448,19.0007
472.8972,16.8749
473.0496,14.7367
473.202,14.3704
473.3544,16.4439
473.5068,18.4069
473.6592,18.9583
473.8116,18.7087
473.964,18.7201
474.1164,19.1798
474.2688,20.6762
474.4212,21.2426
474.5736,21.9939
474.726,23.0741
474.8784,22.8961
475.0308,21.7982
475.1832,21.138
475.3356,22.6738
475.488,23.814
475.6404,23.7341
475.7928,24.1618
475.9452,23.3724
476.0976,22.7162
476.25,22.3485
476.4024,22.2417
476.5548,23.5085
476.7072,23.5289
476.8596,22.7644
477.012,22.364
477.1644,22.6278
477.3168,22.9774
477.4692,22.4353
477.6216,21.9417
477.774,21.4918
477.9264,20.9861
478.0788,21.9673
478.2312,24.2776
478.3836,25.1639
478.536,24.7971
478.6884,24.0641
478.8408,24.103
478.9932,24.862
479.1456,25.3715
479.298,23.9191
479.4504,22.8355
479.6028,23.683
479.7552,23.8788
479.9076,23.2318
480.06,22.9019
480.2124,22.6118
480.3648,21.9925
480.5172,22.7428
480.6696,23.7873
480.822,23.7719
480.9744,22.9737
481.1268,22.9348
481.2792,24.4866
481.4316,24.6426
481.584,23.0883
481.7364,21.3522
481.8888,19.4512
482.0412,19.0416
482.1936,19.7171
482.346,20.5803
482.4984,21.0693
482.6508,20.519
482.8032,21.3421
482.9556,22.574
483.108,23.7951
483.2604,23.1353
483.4128,21.7699
483.5652,22.1865
483.7176,22.7014
483.87,22.2148
484.0224,20.9724
484.1748,20.9478
484.3272,20.6131
484.4796,19.7471
484.632,19.0918
484.7844,17.9994
484.9368,18.1875
485.0892,19.1315
485.2416,20.6835
485.394,20.0677
485.5464,18.7484
485.6988,19.9382
485.8512,20.6585
486.0036,19.9088
486.156,20.0971
486.3084,21.4875
486.4608,20.9664
486.6132,21.25
486.7656,21.224
486.918,20.889
487.0704,20.1915
487.2228,19.9449
487.3752,21.6901
487.5276,21.8962
487.68,21.4307
487.8324,21.3082
487.9848,20.96
488.1372,20.2123
488.2896,19.3831
488.442,18.6643
488.5944,18.5193
488.7468,19.6635
488.8992,20.9032
489.0516,21.3211
489.204,22.3781
489.3564,23.4267
489.5088,22.7354
489.6612,20.5386
489.8136,19.9249
489.966,20.8238
490.1184,21.3798
490.2708,20.6692
490.4232,19.7598
490.5756,19.946
490.728,19.2516
490.8804,18.4263
491.0328,19.6271
491.1852,19.2398
491.3376,19.4682
491.49,20.9577
491.6424,22.6484
491.7948,21.7925
491.9472,20.7823
492.0996,20.6591
492.252,21.591
492.4044,22.7976
492.5568,23.7932
492.7092,22.6519
492.8616,21.7163
493.014,20.569
493.1664,19.8414
493.3188,20.4324
493.4712,21.0445
493.6236,20.6585
493.776,18.9595
493.9284,17.6197
494.0808,18.3657
494.2332,19.0493
494.3856,18.6034
494.538,18.6722
494.6904,20.2665
494.8428,21.5147
494.9952,22.1994
495.1476,22.1032
495.3,21.2181
495.4524,20.1718
495.6048,21.1997
495.7572,22.6506
495.9096,23.1098
496.062,22.6305
496.2144,22.5364
496.3668,23.9289
496.5192,23.8474
496.6716,22.548
496.824,21.4742
496.9764,22.3297
497.1288,22.474
497.2812,23.4232
497.4336,25.0962
497.586,26.5418
497.7384,27.3658
497.8908,26.6036
498.0432,24.9951
498.1956,24.8405
498.348,25.0918
498.5004,23.512
498.6528,22.1586
498.8052,23.8655
498.9576,24.8213
499.11,24.763
499.2624,24.5555
499.4148,25.6775
499.5672,27.0241
499.7196,28.1795
499.872,28.1793
500.0244,26.474
500.1768,26.0044
500.3292,25.2328
500.4816,24.3878
500.634,23.9999
500.7864,24.6816
500.9388,24.8992
501.0912,23.0753
501.2436,21.1337
501.396,19.5132
501.5484,20.6436
501.7008,22.1923
501.8532,22.8943
502.0056,22.1538
502.158,22.8897
502.3104,23.2255
502.4628,22.2079
502.6152,21.646
502.7676,23.0419
502.92,24.9911
503.0724,25.9924
503.2248,24.7224
503.3772,23.3336
503.5296,23.1242
503.682,24.2788
503.8344,23.6003
503.9868,23.4363
504.1392,24.9438
504.2916,25.4692
504.444,24.9377
504.5964,23.6376
504.7488,22.247
504.9012,22.2491
505.0536,22.7646
505.206,22.9993
505.3584,22.6129
505.5108,22.2579
505.6632,22.8683
505.8156,23.8249
505.968,23.4975
506.1204,24.3866
506.2728,22.9575
506.4252,23.1895
506.5776,25.7806
506.73,25.8114
506.8824,25.346
507.0348,26.0784
507.1872,28.969
507.3396,30.4541
507.492,30.1868
507.6444,28.6272
507.7968,27.4141
507.9492,26.7174
508.1016,26.1972
508.254,27.1742
508.4064,27.7393
508.5588,27.4328
508.7112,27.1691
508.8636,26.7102
509.016,25.8421
509.1684,25.2834
509.3208,24.758
509.4732,23.6935
509.6256,23.1653
509.778,23.6526
509.9304,24.4032
510.0828,24.9487
510.2352,24.1733
510.3876,23.3455
510.54,22.6654
510.6924,22.0471
510.8448,24.1068
510.9972,25.9761
511.1496,24.3855
511.302,23.3028
511.4544,22.9655
511.6068,22.0099
511.7592,20.8178
511.9116,21.3385
512.064,23.2773
512.2164,24.232
512.3688,24.6533
512.5212,24.8841
512.6736,23.84
512.826,21.9971
512.9784,21.3334
513.1308,20.3869
513.2832,19.8472
513.4356,20.7654
513.588,22.506
513.7404,23.7175
513.8928,24.0517
514.0452,23.7693
514.1976,23.1813
514.35,22.3124
514.5024,22.8746
514.6548,26.0581
514.8072,25.2084
514.9596,23.3635
515.112,22.3716
515.2644,22.0303
515.4168,22.1807
515.5692,21.6398
515.7216,24.3463
515.874,26.3011
516.0264,24.9727
516.1788,23.9699
516.3312,24.8681
516.4836,25.8564
516.636,27.4245
516.7884,29.2471
516.9408,30.4212
517.0932,30.838
517.2456,29.2241
517.398,28.8147
517.5504,29.6359
517.7028,28.277
517.8552,26.5178
518.0076,25.0533
518.16,24.668
518.3124,26.5359
518.4648,28.953
518.6172,28.9106
518.7696,28.8267
518.922,29.617
519.0744,31.1247
519.2268,32.6142
519.3792,32.636
519.5316,31.4489
519.684,31.4628
519.8364,31.0376
519.9888,30.0786
520.1412,29.2521
520.2936,29.2214
520.446,30.2333
520.5984,29.3863
520.7508,28.1969
520.9032,26.7742
521.0556,24.7945
521.208,22.5253
521.3604,20.4182
521.5128,19.2047
521.6652,19.8587
521.8176,21.1662
521.97,23.4673
522.1224,24.949
522.2748,25.921
522.4272,27.4224
522.5796,28.0114
522.732,28.1865
522.8844,28.8547
523.0368,29.5273
523.1892,29.3452
