DEPTH	Depth (m)	Depth bsf	Caliper	Bulk Density Correction	Sonic	Gamma Ray	IL-Deep Resistivity	Latero-Log Deep	Latero-Log Shallow	MSFL Resistivity	Neutron Porosity	Photo Electric Factor	Bulk Density	Spherical Focusing Log	Spontaneous Potential
11995	3656.076	3532.076	7.803	0.0171	72.8727	37.5047	-999.25	3.5411	2.0895	1.7181	11.2391	1.2402	2.4645	-999.25	95.8608
11995.5	3656.2284	3532.2284	7.8057	0.0152	73.0047	37.9852	-999.25	3.5945	2.1043	1.6073	11.4592	1.2781	2.47	-999.25	94.5654
11996	3656.3808	3532.3808	7.8089	0.0116	73.0183	38.493	-999.25	3.4169	1.9978	1.7072	11.33	1.3091	2.4694	-999.25	94.0892
11996.5	3656.5332	3532.5332	7.812	0.0096	72.8608	37.8886	-999.25	3.3064	1.9111	1.4686	10.9526	1.3045	2.4668	-999.25	95.1625
11997	3656.6856	3532.6856	7.8151	0.0108	72.7348	36.2607	-999.25	3.268	1.883	1.083	10.6024	1.2814	2.4679	-999.25	96.8264
11997.5	3656.838	3532.838	7.8176	0.0158	72.8555	34.3563	-999.25	3.3902	1.8913	1.2555	10.4143	1.2576	2.4815	-999.25	98.0567
11998	3656.9904	3532.9904	7.8189	0.0241	73.2365	32.5717	-999.25	3.439	1.8664	1.3784	10.4454	1.2461	2.4917	-999.25	98.2626
11998.5	3657.1428	3533.1428	7.8201	0.0332	73.6895	31.5666	-999.25	3.3777	1.8054	1.5133	10.7195	1.2428	2.4899	-999.25	97.9152
11999	3657.2952	3533.2952	7.8197	0.0368	74.0117	31.7537	-999.25	3.2121	1.7301	1.2496	11.19	1.2252	2.4687	-999.25	98.7117
11999.5	3657.4476	3533.4476	7.8192	0.0305	74.1835	32.6004	-999.25	3.1303	1.6426	1.0231	11.5995	1.198	2.4479	-999.25	100.1801
12000	3657.6	3533.6	7.8218	0.022	74.2852	33.8784	-999.25	3.1734	1.5543	1.0963	11.6854	1.1662	2.4335	-999.25	101.1301
12000.5	3657.7524	3533.7524	7.8252	0.0143	74.3702	34.6257	-999.25	3.0709	1.4756	1.0815	11.6752	1.1424	2.4232	-999.25	100.2878
12001	3657.9048	3533.9048	7.8299	0.0106	74.4023	34.6091	-999.25	2.8602	1.4139	1.0973	11.877	1.1495	2.4199	-999.25	98.3383
12001.5	3658.0572	3534.0572	7.8349	0.0089	74.2939	34.3559	-999.25	2.6347	1.375	1.0139	12.2029	1.1786	2.4183	-999.25	97.4424
12002	3658.2096	3534.2096	7.8405	0.0097	73.952	34.4634	-999.25	2.484	1.3651	0.9867	12.3496	1.2246	2.4171	-999.25	99.2158
12002.5	3658.362	3534.362	7.8465	0.0097	73.4445	34.6942	-999.25	2.4345	1.3867	1.015	12.1481	1.2782	2.4171	-999.25	101.0519
12003	3658.5144	3534.5144	7.8528	0.0081	72.9578	34.8782	-999.25	2.4636	1.4362	1.0343	11.7493	1.3186	2.418	-999.25	101.7715
12003.5	3658.6668	3534.6668	7.8618	0.0059	72.5958	34.3203	-999.25	2.5923	1.504	1.2355	11.3629	1.3328	2.4195	-999.25	101.2515
12004	3658.8192	3534.8192	7.8708	0.0028	72.3972	32.8972	-999.25	2.7342	1.5717	1.2856	11.1874	1.3062	2.4218	-999.25	100.076
12004.5	3658.9716	3534.9716	7.8779	0.0005	72.3314	31.3894	-999.25	2.8668	1.6224	1.1754	11.2464	1.2686	2.4256	-999.25	99.5081
12005	3659.124	3535.124	7.8837	0.0001	72.3209	30.2357	-999.25	3.0286	1.647	1.1063	11.4479	1.2335	2.4305	-999.25	100.1907
12005.5	3659.2764	3535.2764	7.8894	0.0035	72.2949	29.425	-999.25	3.1344	1.6314	1.2293	11.7214	1.2078	2.4373	-999.25	100.8246
12006	3659.4288	3535.4288	7.8938	0.0112	72.2477	28.9242	-999.25	3.1537	1.6398	1.2096	12.0107	1.2007	2.4458	-999.25	100.3581
12006.5	3659.5812	3535.5812	7.8983	0.0163	72.2532	28.8465	-999.25	3.146	1.679	1.1592	12.2252	1.2198	2.4556	-999.25	99.7239
12007	3659.7336	3535.7336	7.9017	0.0169	72.4286	29.0814	-999.25	3.0922	1.707	1.2454	12.3826	1.2422	2.4651	-999.25	100.3679
12007.5	3659.886	3535.886	7.9045	0.0223	72.624	29.4775	-999.25	3.0048	1.69	1.2223	12.3706	1.2443	2.4733	-999.25	101.4018
12008	3660.0384	3536.0384	7.9064	0.0399	72.6229	30.1752	-999.25	2.911	1.6478	1.19	12.0616	1.2343	2.4756	-999.25	102.1288
12008.5	3660.1908	3536.1908	7.9018	0.0595	72.4907	31.2253	-999.25	2.823	1.6191	1.1139	11.5883	1.2279	2.4698	-999.25	101.9961
12009	3660.3432	3536.3432	7.8966	0.0554	72.3655	32.209	-999.25	2.7595	1.6526	1.1568	11.1398	1.2281	2.4632	-999.25	101.1956
12009.5	3660.4956	3536.4956	7.8893	0.0438	72.3402	32.8665	-999.25	2.7637	1.7294	1.224	10.8674	1.2309	2.4611	-999.25	100.3735
12010	3660.648	3536.648	7.8819	0.0353	72.5154	33.3593	-999.25	2.8584	1.7817	1.4626	10.8005	1.2429	2.4669	-999.25	100.2549
12010.5	3660.8004	3536.8004	7.8768	0.0316	72.4861	34.1264	-999.25	2.9524	1.773	1.3574	10.7444	1.2645	2.4769	-999.25	101.1272
12011	3660.9528	3536.9528	7.872	0.0323	71.179	36.0945	-999.25	2.9445	1.7747	1.2184	10.5703	1.2997	2.4833	-999.25	102.2772
12011.5	3661.1052	3537.1052	7.868	0.0386	69.0581	40.7386	-999.25	3.0239	1.8653	1.3585	10.2309	1.3426	2.4844	-999.25	101.343
12012	3661.2576	3537.2576	7.864	0.0422	67.4702	47.4306	-999.25	3.3636	2.2436	1.4139	9.8505	1.3792	2.4871	-999.25	99.0461
12012.5	3661.41	3537.41	7.8632	0.0404	66.5851	54.2824	-999.25	4.4174	2.686	1.4804	9.6541	1.4023	2.5041	-999.25	96.4354
12013	3661.5624	3537.5624	7.8628	0.0354	66.9327	58.6084	-999.25	6.0794	3.2058	1.7901	9.7369	1.4051	2.5248	-999.25	94.2789
12013.5	3661.7148	3537.7148	7.8642	0.0311	68.2212	60.6031	-999.25	7.062	3.7118	17.202	9.9831	1.4594	2.5833	-999.25	94.8517
12014	3661.8672	3537.8672	7.8671	0.0321	68.9763	59.3322	-999.25	8.1351	4.2933	18.4238	10.1452	1.5619	2.5997	-999.25	96.3354
12014.5	3662.0196	3538.0196	7.8704	0.0325	68.9963	55.6596	-999.25	8.335	4.4353	8.4468	10.0234	1.6404	2.5877	-999.25	97.1606
12015	3662.172	3538.172	7.8747	0.0274	69.0366	53.5188	-999.25	7.7488	4.2847	4.2154	9.7297	1.6564	2.5675	-999.25	97.19
12015.5	3662.3244	3538.3244	7.879	0.0193	69.5951	52.6097	-999.25	7.2729	4.1335	3.6667	9.5147	1.5995	2.5521	-999.25	96.6384
12016	3662.4768	3538.4768	7.881	0.0171	70.5822	50.8844	-999.25	7.2698	4.1493	2.9867	9.4954	1.4973	2.5527	-999.25	95.8622
12016.5	3662.6292	3538.6292	7.8821	0.0255	71.4805	47.7625	-999.25	6.6845	3.9742	3.8648	9.6263	1.4257	2.553	-999.25	95.3389
12017	3662.7816	3538.7816	7.8833	0.0284	72.0816	44.4154	-999.25	5.6826	3.5133	4.321	9.6919	1.3689	2.5429	-999.25	95.1742
12017.5	3662.934	3538.934	7.886	0.0193	72.1879	41.9626	-999.25	4.8054	3.0827	3.0225	9.6181	1.3586	2.5309	-999.25	95.3786
12018	3663.0864	3539.0864	7.8887	0.0135	71.9595	39.9756	-999.25	4.2208	2.8306	2.1691	9.5851	1.381	2.5222	-999.25	95.519
12018.5	3663.2388	3539.2388	7.8896	0.0165	71.8054	38.9791	-999.25	4.0013	2.6502	1.8748	9.7415	1.3622	2.5202	-999.25	95.1814
12019	3663.3912	3539.3912	7.8892	0.0244	71.7484	40.3985	-999.25	4.0896	2.5975	1.7479	10.0083	1.3292	2.5203	-999.25	94.4375
12019.5	3663.5436	3539.5436	7.8885	0.0279	71.686	42.7505	-999.25	4.333	2.6203	1.7628	10.237	1.3104	2.5183	-999.25	93.7904
12020	3663.696	3539.696	7.8848	0.0267	71.4695	44.8979	-999.25	4.5105	2.6885	1.965	10.2611	1.3141	2.5136	-999.25	94.4344
12020.5	3663.8484	3539.8484	7.8812	0.0221	70.925	46.5992	-999.25	4.4644	2.8025	2.2754	10.038	1.3411	2.5082	-999.25	95.3558
12021	3664.0008	3540.0008	7.8765	0.017	70.2711	47.4305	-999.25	4.6041	3.0284	2.0044	9.8676	1.3551	2.5043	-999.25	95.139
12021.5	3664.1532	3540.1532	7.8711	0.0096	70.0943	46.6761	-999.25	5.0198	3.2474	2.0256	9.965	1.3433	2.5047	-999.25	93.9113
12022	3664.3056	3540.3056	7.8663	0.0019	70.5378	44.8443	-999.25	5.4176	3.4542	2.3951	10.1275	1.3349	2.5125	-999.25	92.4971
12022.5	3664.458	3540.458	7.864	0.0003	71.2007	42.7414	-999.25	5.6612	3.6573	3.2282	9.9701	1.3451	2.5209	-999.25	90.9808
12023	3664.6104	3540.6104	7.8618	0.005	71.7021	41.9582	-999.25	5.5254	3.6775	2.7296	9.2157	1.3603	2.5239	-999.25	89.7219
12023.5	3664.7628	3540.7628	7.8594	0.0122	71.2763	42.3488	-999.25	5.2114	3.5215	2.6958	8.0891	1.3543	2.5233	-999.25	88.3984
12024	3664.9152	3540.9152	7.857	0.0159	69.2438	42.4565	-999.25	5.1243	3.4121	2.4193	7.1818	1.3323	2.5214	-999.25	87.5908
12024.5	3665.0676	3541.0676	7.8528	0.0178	66.6588	40.9556	-999.25	5.4879	3.4474	2.0713	6.8572	1.3239	2.5209	-999.25	87.8827
12025	3665.22	3541.22	7.8486	0.0183	64.8657	37.8769	-999.25	6.2342	3.8428	2.2044	7.025	1.3338	2.5222	-999.25	89.5654
12025.5	3665.3724	3541.3724	7.841	0.0211	64.083	34.7529	-999.25	7.055	4.4354	2.8486	7.1585	1.351	2.5313	-999.25	90.6987
12026	3665.5248	3541.5248	7.833	0.0368	63.8175	32.1863	-999.25	7.5469	4.9883	2.7395	7.0264	1.3509	2.5418	-999.25	89.701
12026.5	3665.6772	3541.6772	7.8201	0.0556	63.2493	30.5027	-999.25	7.6698	5.3059	2.1441	6.7035	1.3397	2.5471	-999.25	87.9347
12027	3665.8296	3541.8296	7.8066	0.0616	62.4685	29.8602	-999.25	7.4152	5.2718	2.3173	6.1933	1.3252	2.5469	-999.25	86.8853
12027.5	3665.982	3541.982	7.8037	0.0561	62.0991	30.2223	-999.25	6.7794	4.9248	3.9541	5.3996	1.3157	2.5518	-999.25	86.6063
12028	3666.1344	3542.1344	7.7999	0.0473	62.1516	30.937	-999.25	5.9993	4.5661	2.8882	4.2952	1.3404	2.5601	-999.25	87.467
12028.5	3666.2868	3542.2868	7.7952	0.0383	62.2369	31.5893	-999.25	5.4008	4.2997	2.2466	3.265	1.3623	2.5644	-999.25	88.9482
12029	3666.4392	3542.4392	7.7944	0.0288	62.2175	31.5503	-999.25	4.9834	4.1326	2.5492	2.7034	1.3622	2.5599	-999.25	89.1726
12029.5	3666.5916	3542.5916	7.796	0.0202	62.0738	30.3598	-999.25	4.9859	4.1106	3.0283	2.746	1.3458	2.5518	-999.25	88.3352
12030	3666.744	3542.744	7.7993	0.0118	61.7998	28.6632	-999.25	5.3388	4.2605	2.7959	3.2561	1.3254	2.552	-999.25	87.3276
12030.5	3666.8964	3542.8964	7.8033	0.0131	61.3829	27.5296	-999.25	6.1805	5.1964	2.7434	3.7139	1.3121	2.5731	-999.25	86.6128
12031	3667.0488	3543.0488	7.8007	0.0308	60.9354	27.3336	-999.25	7.2164	6.1413	6.692	3.9622	1.3138	2.6223	-999.25	86.8356
12031.5	3667.2012	3543.2012	7.8025	0.0543	60.5594	27.6397	-999.25	8.1099	6.8492	8.4796	3.8766	1.3184	2.6327	-999.25	86.9962
12032	3667.3536	3543.3536	7.8099	0.0677	60.3146	28.1894	-999.25	8.7452	7.3004	10.8795	3.5397	1.3181	2.6303	-999.25	86.4628
12032.5	3667.506	3543.506	7.8124	0.0728	60.216	28.5821	-999.25	9.0854	7.5155	5.3483	3.2831	1.3128	2.6183	-999.25	85.5172
12033	3667.6584	3543.6584	7.82	0.0582	60.2042	28.6332	-999.25	9.2303	7.5079	4.4382	3.1962	1.3017	2.6108	-999.25	84.4605
12033.5	3667.8108	3543.8108	7.8329	0.0425	60.1721	28.3964	-999.25	9.9581	7.505	12.3445	2.9968	1.2964	2.6112	-999.25	83.2986
12034	3667.9632	3543.9632	7.8498	0.0285	59.9695	27.7416	-999.25	11.0505	7.8641	13.4377	2.5777	1.3193	2.6156	-999.25	82.4848
12034.5	3668.1156	3544.1156	7.8705	0.018	59.5813	26.9414	-999.25	12.4552	8.9542	8.8406	2.1048	1.3762	2.6292	-999.25	82.1289
12035	3668.268	3544.268	7.8965	0.0111	59.1925	26.914	-999.25	14.0493	10.1848	10.4083	1.8014	1.4329	2.6454	-999.25	82.073
12035.5	3668.4204	3544.4204	7.9293	0.0076	58.9057	27.1159	-999.25	15.4438	11.5365	13.1558	1.7634	1.4751	2.6604	-999.25	82.8254
12036	3668.5728	3544.5728	7.9743	0.0074	58.7542	27.4169	-999.25	15.9515	12.7297	16.1652	1.9712	1.5012	2.677	-999.25	83.6057
12036.5	3668.7252	3544.7252	8.0188	0.0119	58.8572	29.9799	-999.25	15.3982	12.7717	24.2359	2.1238	1.5035	2.6902	-999.25	84.4157
12037	3668.8776	3544.8776	8.0536	0.021	59.1852	31.9208	-999.25	14.2203	12.188	23.6992	2.1339	1.5005	2.6913	-999.25	85.1481
12037.5	3669.03	3545.03	8.084	0.0316	59.371	32.8703	-999.25	12.9644	11.2485	16.8348	2.0043	1.4728	2.6756	-999.25	85.2327
12038	3669.1824	3545.1824	8.0852	0.0363	59.0638	32.9469	-999.25	12.4544	10.3234	9.1116	1.7843	1.4391	2.6546	-999.25	84.7814
12038.5	3669.3348	3545.3348	8.0473	0.0348	58.3954	31.8127	-999.25	12.9457	10.1041	7.5598	1.3862	1.4242	2.6465	-999.25	84.051
12039	3669.4872	3545.4872	7.9974	0.0383	57.7487	28.9636	-999.25	14.7701	11.0879	7.4122	1.1008	1.4956	2.6571	-999.25	83.2705
12039.5	3669.6396	3545.6396	7.9329	0.0517	57.3865	26.0116	-999.25	17.3052	12.735	15.7645	0.7371	1.584	2.6789	-999.25	82.6597
12040	3669.792	3545.792	7.8843	0.0741	57.3719	24.7067	-999.25	19.3628	14.1337	37.8522	0.4715	1.6008	2.6904	-999.25	82.8425
12040.5	3669.9444	3545.9444	7.8451	0.0899	57.3971	24.2621	-999.25	20.1344	14.9086	44.4648	0.3512	1.5516	2.6924	-999.25	82.371
12041	3670.0968	3546.0968	7.819	0.0874	57.1567	24.4558	-999.25	19.9087	15.2551	38.6965	0.4221	1.4972	2.6903	-999.25	81.6486
12041.5	3670.2492	3546.2492	7.8534	0.0824	56.7124	24.8262	-999.25	18.9875	15.189	15.7871	0.7399	1.4854	2.6866	-999.25	81.0365
12042	3670.4016	3546.4016	7.9557	0.0802	56.2506	25.4262	-999.25	17.9014	14.9138	45.7362	1.2285	1.52	2.6842	-999.25	81.2349
12042.5	3670.554	3546.554	8.1665	0.0743	56.5854	27.1263	-999.25	16.7967	14.5056	44.9878	1.8719	1.5523	2.6872	-999.25	81.8612
12043	3670.7064	3546.7064	8.3007	0.0636	58.5799	30.3019	-999.25	15.1357	13.793	20.6384	2.4267	1.5743	2.6866	-999.25	82.057
12043.5	3670.8588	3546.8588	8.3767	0.052	61.2816	33.3144	-999.25	12.6784	12.3806	35.4281	2.7189	1.5648	2.6765	-999.25	81.6852
12044	3671.0112	3547.0112	8.4822	0.0421	63.4195	35.8341	-999.25	10.1728	10.8168	30.4219	2.687	1.5109	2.6636	-999.25	80.7998
12044.5	3671.1636	3547.1636	8.5708	0.0324	64.5613	37.4739	-999.25	8.618	9.4515	23.9635	2.5374	1.453	2.6489	-999.25	78.9381
12045	3671.316	3547.316	8.5129	0.023	63.9288	37.3965	-999.25	7.9686	8.4418	4.9081	2.2289	1.4053	2.6286	-999.25	76.9881
12045.5	3671.4684	3547.4684	8.3518	0.0193	61.5945	33.9518	-999.25	8.1666	8.1926	4.8928	1.6379	1.3742	2.6268	-999.25	74.3664
12046	3671.6208	3547.6208	8.1617	0.0297	59.1415	29.2502	-999.25	10.2429	8.6305	5.2952	1.077	1.4033	2.6663	-999.25	72.6903
12046.5	3671.7732	3547.7732	8.0352	0.0569	57.5266	26.5544	-999.25	12.5505	10.5073	8.4642	0.7268	1.457	2.6971	-999.25	71.7687
12047	3671.9256	3547.9256	7.944	0.074	56.6104	25.3018	-999.25	15.4568	14.2228	14.1131	0.551	1.5062	2.7113	-999.25	71.6762
12047.5	3672.078	3548.078	7.9231	0.0762	56.2704	24.6448	-999.25	19.3916	17.5667	21.6363	0.5652	1.5231	2.7097	-999.25	72.189
12048	3672.2304	3548.2304	7.9553	0.0604	56.3135	24.6012	-999.25	22.4778	19.7873	33.8168	0.6405	1.5717	2.7069	-999.25	72.6118
12048.5	3672.3828	3548.3828	8.0044	0.0495	56.5684	24.4804	-999.25	24.8154	20.9406	48.9252	0.8162	1.5918	2.711	-999.25	71.7487
12049	3672.5352	3548.5352	8.0478	0.0483	57.0217	23.9651	-999.25	26.2921	21.1174	55.4929	1.0953	1.5401	2.7117	-999.25	70.236
12049.5	3672.6876	3548.6876	8.0577	0.0455	57.4922	23.6806	-999.25	26.5664	20.6063	36.2909	1.2663	1.4826	2.6991	-999.25	69.2042
12050	3672.84	3548.84	8.0299	0.0391	57.5736	23.9925	-999.25	25.7162	20.1994	35.1452	1.2659	1.4504	2.6821	-999.25	68.9152
12050.5	3672.9924	3548.9924	8.012	0.0319	57.4006	24.3968	-999.25	25.3833	20.642	14.7999	1.224	1.436	2.6637	-999.25	69.5599
12051	3673.1448	3549.1448	8.0206	0.0256	57.515	24.6931	-999.25	26.4263	22.0728	9.2542	1.2749	1.4491	2.6464	-999.25	70.2612
12051.5	3673.2972	3549.2972	8.1257	0.0346	57.9721	24.8235	-999.25	28.3233	23.7885	6.4201	1.3932	1.4838	2.6516	-999.25	69.5485
12052	3673.4496	3549.4496	8.4035	0.0602	58.5092	24.7722	-999.25	29.5485	25.21	5.2747	1.4946	1.4923	2.66	-999.25	68.0804
12052.5	3673.602	3549.602	8.7777	0.098	58.9629	24.6952	-999.25	29.74	26.0381	5.07	1.505	1.51	2.6563	-999.25	66.8935
12053	3673.7544	3549.7544	9.0949	0.1094	59.2234	24.5853	-999.25	28.937	25.4151	5.4658	1.396	1.5892	2.6615	-999.25	65.8477
12053.5	3673.9068	3549.9068	9.2465	0.1213	59.1964	24.6723	-999.25	28.1674	24.6824	3.0313	1.5099	1.6542	2.676	-999.25	66.1414
12054	3674.0592	3550.0592	9.2806	0.1405	58.6376	25.4468	-999.25	29.4257	26.0046	1.3997	2.0119	1.693	2.693	-999.25	66.2346
12054.5	3674.2116	3550.2116	9.3649	0.2211	57.5688	26.7598	-999.25	33.779	31.1889	0.858	2.9516	1.703	2.7135	-999.25	64.8363
12055	3674.364	3550.364	9.6088	0.2459	56.8529	28.4644	-999.25	39.5157	35.6877	0.7715	4.3586	1.7056	2.7254	-999.25	62.9028
12055.5	3674.5164	3550.5164	9.8783	0.2488	58.1434	33.4465	-999.25	42.1501	37.8357	2.1092	5.1709	1.7051	2.7312	-999.25	61.2583
12056	3674.6688	3550.6688	10.0886	0.2489	62.2386	46.6473	-999.25	40.0294	33.4136	3.3546	10.1947	1.6886	2.7284	-999.25	59.8519
12056.5	3674.8212	3550.8212	10.2299	0.2488	67.0754	73.1261	-999.25	31.9302	26.786	5.6906	18.7942	1.665	2.7374	-999.25	59.3782
12057	3674.9736	3550.9736	10.3046	0.2488	70.629	101.5517	-999.25	20.6855	20.7821	5.928	21.5833	1.6334	2.7547	-999.25	60.3778
12057.5	3675.126	3551.126	10.2624	0.2484	73.0917	110.2641	-999.25	14.5014	13.6251	5.8701	22.6149	1.6043	2.7607	-999.25	60.5399
12058	3675.2784	3551.2784	10.1165	0.2472	74.963	112.8018	-999.25	10.6803	11.1868	7.5111	22.901	1.6161	2.7631	-999.25	59.9305
12058.5	3675.4308	3551.4308	9.6708	0.2369	76.3331	114.0976	-999.25	9.1375	9.731	7.3397	22.9168	1.6472	2.7295	-999.25	58.561
12059	3675.5832	3551.5832	9.1497	0.0444	77.1877	115.4268	-999.25	8.2226	8.8302	7.3795	22.7521	1.6174	2.6971	-999.25	56.2387
12059.5	3675.7356	3551.7356	8.7803	0.0202	77.3632	114.6479	-999.25	7.6793	8.121	8.3856	21.7991	1.5797	2.6748	-999.25	54.1402
12060	3675.888	3551.888	8.6062	0.0095	76.5992	108.0424	-999.25	7.4497	7.6286	8.5799	20.0624	1.5648	2.6582	-999.25	51.9236
12060.5	3676.0404	3552.0404	8.4985	0.0035	75.3098	102.5363	-999.25	7.3717	7.3509	8.2034	18.4343	1.5861	2.6491	-999.25	49.7873
12061	3676.1928	3552.1928	8.4308	0	74.593	101.8186	-999.25	7.498	7.6267	8.9468	17.2259	1.635	2.6477	-999.25	47.8316
12061.5	3676.3452	3552.3452	8.4062	-0.0016	76.0491	97.5283	-999.25	7.7851	8.0133	8.7938	16.7871	1.6745	2.6528	-999.25	46.148
12062	3676.4976	3552.4976	8.3915	-0.0025	79.5895	96.4565	-999.25	7.9242	7.9787	11.6651	18.499	1.6709	2.6613	-999.25	45.653
12062.5	3676.65	3552.65	8.3858	-0.003	82.6049	101.678	-999.25	7.7439	7.5558	10.9551	21.4051	1.6901	2.6657	-999.25	46.779
12063	3676.8024	3552.8024	8.3823	-0.0031	83.218	111.2928	-999.25	7.1543	6.8171	8.4538	23.8396	1.6762	2.6532	-999.25	47.3072
12063.5	3676.9548	3552.9548	8.3887	-0.0025	82.0936	116.4772	-999.25	6.1615	5.9817	7.7072	24.501	1.6323	2.5993	-999.25	46.5171
12064	3677.1072	3553.1072	8.404	-0.0008	80.4089	118.5467	-999.25	5.3326	5.156	6.1505	23.7437	1.5898	2.4912	-999.25	44.8982
12064.5	3677.2596	3553.2596	8.4307	0.0066	80.4357	118.6753	-999.25	4.66	4.5877	1.8452	25.2617	1.5508	2.3624	-999.25	43.596
12065	3677.412	3553.412	8.5375	0.032	84.7318	117.97	-999.25	4.3451	4.2731	1.4634	42.0597	1.5229	2.3034	-999.25	43.0436
12065.5	3677.5644	3553.5644	8.7451	0.0673	90.6139	117.6215	-999.25	4.2855	4.2201	3.9143	45.498	1.508	2.1361	-999.25	43.4726
12066	3677.7168	3553.7168	9.0428	0.1001	94.1511	119.2648	-999.25	4.5358	4.5091	3.6498	46.4469	1.4883	2.0803	-999.25	44.3577
12066.5	3677.8692	3553.8692	9.334	0.1301	91.5617	122.6527	-999.25	4.844	4.8362	1.2259	48.6999	1.4478	2.0619	-999.25	44.8961
12067	3678.0216	3554.0216	9.577	0.1443	82.571	124.5583	-999.25	4.7873	4.7513	0.3205	33.1985	1.4105	2.0401	-999.25	45.0357
12067.5	3678.174	3554.174	9.7218	0.1361	75.3313	124.0185	-999.25	4.5838	4.535	0.285	25.9892	1.3975	2.0202	-999.25	44.6691
12068	3678.3264	3554.3264	9.7865	0.1063	73.0913	120.2044	-999.25	4.7398	4.6671	0.241	21.631	1.4318	2.0576	-999.25	43.9616
12068.5	3678.4788	3554.4788	9.6907	0.0757	72.6731	112.5256	-999.25	6.2632	5.2858	2.9678	19.45	1.4738	2.2571	-999.25	43.1286
12069	3678.6312	3554.6312	9.4683	0.0502	72.2848	102.8142	-999.25	8.4538	7.7928	8.8796	19.0013	1.5127	2.4465	-999.25	41.6089
12069.5	3678.7836	3554.7836	9.2505	0.0339	70.9393	96.2103	-999.25	10.2416	9.6072	10.3316	18.6798	1.5282	2.5332	-999.25	41.2047
12070	3678.936	3554.936	9.0469	0.0223	69.4274	92.8198	-999.25	11.442	11.2328	11.6881	17.5916	1.5258	2.5917	-999.25	43.2373
12070.5	3679.0884	3555.0884	8.8511	0.0129	68.7238	89.6594	-999.25	12.3788	12.1868	13.2442	15.9723	1.5121	2.5978	-999.25	45.3997
12071	3679.2408	3555.2408	8.7123	0.0061	69.3225	85.5131	-999.25	12.7359	12.3617	12.1991	15.1009	1.5054	2.5975	-999.25	45.4863
12071.5	3679.3932	3555.3932	8.6531	0.0024	71.1523	81.8339	-999.25	13.2312	12.6473	10.877	16.1824	1.5107	2.6122	-999.25	43.8079
12072	3679.5456	3555.5456	8.6219	0.0026	72.8792	79.205	-999.25	14.2475	13.026	12.2665	20.4038	1.5258	2.6206	-999.25	43.0477
12072.5	3679.698	3555.698	8.6041	0.0062	73.8704	79.2479	-999.25	16.6822	13.5487	13.5795	21.6828	1.553	2.6193	-999.25	44.7018
12073	3679.8504	3555.8504	8.5897	0.0051	73.6965	83.1142	-999.25	17.6343	13.9906	12.1885	22.0135	1.5917	2.6014	-999.25	45.6871
12073.5	3680.0028	3556.0028	8.5782	0.0003	72.1964	95.8997	-999.25	17.0422	14.2088	10.8076	20.0257	1.6439	2.5792	-999.25	45.6335
12074	3680.1552	3556.1552	8.5731	-0.0042	70.4164	113.9907	-999.25	15.5162	13.9374	12.1718	18.0841	1.7406	2.5617	-999.25	43.9221
12074.5	3680.3076	3556.3076	8.5705	-0.0044	69.9533	122.8682	-999.25	13.7962	13.2129	14.9813	16.4992	1.8041	2.5655	-999.25	41.89
12075	3680.46	3556.46	8.5795	0.0001	72.2448	126.4368	-999.25	12.1424	11.7323	14.9015	15.2741	1.7314	2.57	-999.25	40.0038
12075.5	3680.6124	3556.6124	8.5903	-0.0011	76.879	127.7238	-999.25	10.2471	9.7055	13.1758	14.5539	1.5436	2.4783	-999.25	39.8242
12076	3680.7648	3556.7648	8.6279	-0.0073	82.778	128.4362	-999.25	8.0244	8.111	12.9294	15.4118	1.3824	2.1544	-999.25	41.8011
12076.5	3680.9172	3556.9172	8.7578	-0.0148	88.5797	128.2649	-999.25	6.1441	6.5935	5.3599	19.2641	1.2805	1.8734	-999.25	43.4667
12077	3681.0696	3557.0696	9.0574	-0.0098	92.2614	123.5878	-999.25	4.8516	5.3668	0.5108	33.6772	1.2264	1.7241	-999.25	43.0573
12077.5	3681.222	3557.222	9.8449	0.0104	90.3318	113.9943	-999.25	4.0706	4.505	0.2554	44.2231	1.2094	1.6434	-999.25	41.9515
12078	3681.3744	3557.3744	11.0259	0.0406	82.2964	107.0295	-999.25	3.4991	3.8932	0.2489	45.4169	1.2368	1.6547	-999.25	40.5321
12078.5	3681.5268	3557.5268	11.4315	0.07	75.6031	103.6683	-999.25	3.0488	3.5163	0.2364	44.7824	1.3152	1.6985	-999.25	39.8271
12079	3681.6792	3557.6792	11.4479	0.0818	73.8041	102.9861	-999.25	2.9139	3.264	0.2132	41.1295	1.4725	1.8805	-999.25	40.2411
12079.5	3681.8316	3557.8316	11.4868	0.0791	74.0721	104.9091	-999.25	2.9422	3.1216	0.1993	36.7375	1.6552	2.0647	-999.25	41.722
12080	3681.984	3557.984	11.7673	0.0607	75.033	110.9196	-999.25	3.5216	3.5462	0.2073	32.2875	1.7541	2.3474	-999.25	43.1191
12080.5	3682.1364	3558.1364	11.3906	0.0412	76.1066	119.0516	-999.25	5.0991	4.6101	0.2609	27.9548	1.7388	2.5345	-999.25	43.8255
12081	3682.2888	3558.2888	9.4586	0.0366	76.9619	126.2144	-999.25	6.206	5.4511	7.1502	23.8291	1.6906	2.6856	-999.25	43.083
12081.5	3682.4412	3558.4412	9.1057	0.0786	77.623	130.4937	-999.25	7.4121	5.5665	7.6624	21.3341	1.6306	2.7268	-999.25	41.5428
